arcgis,,es,,,,,,
Maldives,马尔代夫,马尔代夫,TRUE,,,,,
Malta,马耳他,马耳他,TRUE,,,,,
Malaysia,马来西亚,马来西亚,TRUE,,,,,
Mali,马里,马里,TRUE,,,,,
,,马其顿,FALSE,,,,,
,,马绍尔群岛,FALSE,,,,,
Martinique,马提尼克岛,马提尼克岛,TRUE,,,,,
Mauritius,毛里求斯,毛里求斯,TRUE,,,,,
,,毛里塔尼亚,FALSE,,,,,
United States,美国,美国,TRUE,,,,,
,,美属萨摩亚,FALSE,,,,,
,,美属维尔京群岛,FALSE,,,,,
Mongolia,蒙古,蒙古,TRUE,,,,,
Bangladesh,孟加拉,孟加拉,TRUE,,,,,
Peru,秘鲁,秘鲁,TRUE,,,,,
,,密克罗尼西亚联邦,FALSE,,,,,
,,缅甸,FALSE,,,马里亚那群岛,FALSE,Mariana Is
,,摩尔多瓦,FALSE,,,,,
Morocco,摩洛哥,摩洛哥,TRUE,,,,,
Monaco,摩纳哥,摩纳哥,TRUE,,,,,
Mozambique,莫桑比克,莫桑比克,TRUE,,,,,
Mexico,墨西哥,墨西哥,TRUE,,,,,
Namibia,纳米比亚,纳米比亚,TRUE,,,,,
South Africa,南非,南非,TRUE,,,,,
,,南苏丹,FALSE,,,,,
Nepal,尼泊尔,尼泊尔,TRUE,,,,,
Nicaragua,尼加拉瓜,尼加拉瓜,TRUE,,,,,
Niger,尼日尔,尼日尔,TRUE,,,,,
Nigeria,尼日利亚,尼日利亚,TRUE,,,,,
Norway,挪威,挪威,TRUE,,,,,
,,帕劳,FALSE,,,,,
Portugal,葡萄牙,葡萄牙,TRUE,,,,,
Japan,日本,日本,TRUE,,,,,
Sweden,瑞典,瑞典,TRUE,,,,,
Switzerland,瑞士,瑞士,TRUE,,,,,
El Salvador,萨尔瓦多,萨尔瓦多,TRUE,,,,,
,,萨摩亚,FALSE,,,,,
,,塞尔维亚,FALSE,,,,,
Senegal,塞内加尔,塞内加尔,TRUE,,,,,
Cyprus,塞浦路斯,塞浦路斯,TRUE,,,,,
Seychelles,塞舌尔,塞舌尔,TRUE,,,,,
Saudi Arabia,沙特阿拉伯,沙特阿拉伯,TRUE,,,,,
,,圣诞岛,FALSE,,,,,
,,圣基茨和尼维斯,FALSE,,,,,
San Marino,圣马力诺,圣马力诺,TRUE,,,,,
St. Vincent and the Grenadines,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,TRUE,,,,,
Sri Lanka,斯里兰卡,斯里兰卡,TRUE,,,,,
Slovakia,斯洛伐克,斯洛伐克,TRUE,,,,,
Slovenia,斯洛文尼亚,斯洛文尼亚,TRUE,,,,,
Swaziland,斯威士兰,斯威士兰,TRUE,,,,,
Sudan,苏丹,苏丹,TRUE,,,,,
Tajikistan,塔吉克斯坦,塔吉克斯坦,TRUE,,,,,
Thailand,泰国,泰国,TRUE,,,,,
"Tanzania, United Republic of",坦桑尼亚,坦桑尼亚,TRUE,,,,,
Trinidad and Tobago,特立尼达和多巴哥,特立尼达和多巴哥,TRUE,,,,,
Tunisia,突尼斯,突尼斯,TRUE,,,,,
Turkey,土耳其,土耳其,TRUE,,,,,
,,托克劳群岛,FALSE,,,,,
,,瓦利斯和富图纳群岛,FALSE,,,,,
,,瓦努阿图,FALSE,,,,,
Guatemala,危地马拉,危地马拉,TRUE,,,,,
Venezuela,委内瑞拉,委内瑞拉,TRUE,,,,,
Brunei,文莱,文莱,TRUE,,,,,
Uganda,乌干达,乌干达,TRUE,,,,,
Ukraine,乌克兰,乌克兰,TRUE,,,,,
Uruguay,乌拉圭,乌拉圭,TRUE,,,,,
Uzbekistan,乌兹别克斯坦,乌兹别克斯坦,TRUE,,,,,
Spain,西班牙,西班牙,TRUE,,,,,
Greece,希腊,希腊,TRUE,,,,,
Singapore,新加坡,新加坡,TRUE,,,,,
,,新喀里多尼亚,FALSE,,,,,
New Zealand,新西兰,新西兰,TRUE,,,,,
Hungary,匈牙利,匈牙利,TRUE,,,,,
Syria,叙利亚,叙利亚,TRUE,,,,,
Jamaica,牙买加,牙买加,TRUE,,,,,
Armenia,亚美尼亚,亚美尼亚,TRUE,,,,,
Yemen,也门,也门,TRUE,,,,,
Iraq,伊拉克,伊拉克,TRUE,,,,,
Iran,伊朗,伊朗,TRUE,,,,,
Israel,以色列,以色列,TRUE,,,,,
Italy,意大利,意大利,TRUE,,,,,
India,印度,印度,TRUE,,,,,
Indonesia,印度尼西亚,印度尼西亚,TRUE,,,,,
United Kingdom,英国,英国,TRUE,,,,,
,,英属维尔京群岛,FALSE,,,,,
Jordan,约旦,约旦,TRUE,,,,,
Vietnam,越南,越南,TRUE,,,,,
Zambia,赞比亚,赞比亚,TRUE,,,,,
,,直布罗陀,FALSE,,,,,
Chile,智利,智利,TRUE,,,,,
China,中国,中国,TRUE,,,,,
Antarctica,,,,,,,,
Bhutan,,,,,,,,
Bosnia and Herzegovina,,,,,,,,
Byelarus,,,,,,,,
Cambodia,,,,,,,,
Cape Verde,,,,,,,,
Comoros,,,,,,,,
Croatia,,,,,,,,
Equatorial Guinea,,,,,,,,
Eritrea,,,,,,,,
Falkland Islands (Islas Malvinas),,,,,,,,
Faroe Islands,,,,,,,,
Gaza Strip,,,,,,,,
Guadeloupe,,,,,,,,
Guinea-Bissau,,,,,,,,
Iraq-Saudi Arabia Neutral Zone,,,,,,,,
Isle of Man,,,,,,,,
Jan Mayen,,,,,,,,
Kerguelen,,,,,,,,
Kiribati,,,,,,,,
"Korea, Republic of",,,,,,,,
Macedonia,,,,,,,,
Mauritania,,,,,,,,
Moldova,,,,,,,,
Myanmar (Burma),,,,,,,,
New Caledonia,,,,,,,,
Northern Mariana Islands,,,,,,,,
St. Christopher-Nevis,,,,,,,,
Svalbard,,,,,,,,
Turks and Caicos Islands,,,,,,,,
Vanuatu,,,,,,,,
Western Sahara,,,,,,,,
Western Samoa,,,,,,,,
Burkina Faso,布基纳法索,,,,,,,
French Guiana,法属圭亚那,,,,,,,
"Gambia, The",冈比亚,,,,,,,
Guyana,圭亚那,,,,,,,
Guinea,几内亚,,,,,,,
Zimbabwe,津巴布韦,,,,,,,
Liberia,利比里亚,,,,,,,
Libya,利比亚,,,,,,,
Malawi,马拉维,,,,,,,
Yugoslavia,南斯拉夫,,,,,,,
Sierra Leone,塞拉利昂,,,,,,,
Sao Tome and Principe,圣多美和普林西比,,,,,,,
Rwanda,,,,,,,,
St. Lucia,圣卢西亚,,,,,,,
Suriname,苏里南,,,,,,,
Solomon Islands,所罗门群岛,,,,,,,
Somalia,索马里,,,,,,,
Taiwan,台湾省,,,,,,,
Tonga,汤加,,,,,,,
Turkmenistan,土库曼斯坦,,,,,,,
Hong Kong,香港,,,,,,,
Zaire,扎伊尔,,,,,,,
Chad,乍得,,,,,,,
Central African Republic,中非共和国,,,,,,,
Macau,澳门,,,,,,,
